RA,ANO,FASE,TURMA,IDADE,GENERO,ANO_INGRESSO,ANOS_NA_PM,INSTITUICAO,INSTITUICAO_GRUPO,PEDRA,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,MAT,POR,ING,FASE_IDEAL,DEFASAGEM,CLASSE_DEFASAGEM,EM_DEFASAGEM,PONTO_VIRADA,N_AVALIACOES,SEM_AVALIACAO,IAA_ZERADO
RA-117,2022,4.0,B,15.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.685,5.0,6.1,6.3,7.9,6.9,,7.417,4.7,6.7,7.0,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-118,2022,4.0,B,14.0,Feminino,2021,1,Escola Pública,Pública,Quartzo,5.597,10.0,3.9,5.3,,6.3,,6.958,3.7,4.7,3.5,4.0,0,Em fase,0,0.0,4.0,False,1
RA-119,2022,4.0,B,14.0,Feminino,2016,6,Rede Decisão,Privada/Bolsa,Ametista,7.501,10.0,5.4,8.2,8.3,5.6,,7.875,5.7,7.0,3.4,4.0,0,Em fase,0,0.0,4.0,False,0
RA-120,2022,4.0,B,15.0,Masculino,2019,3,Escola Pública,Pública,Ágata,6.825,5.0,6.2,5.9,8.3,7.5,,7.667,3.7,5.2,9.7,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-121,2022,4.0,B,16.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.245,5.0,7.2,8.4,7.1,6.3,,7.625,5.7,6.8,9.0,6.0,-2,Moderada,1,0.0,4.0,False,0
RA-122,2022,4.0,B,14.0,Feminino,2019,3,Escola Pública,Pública,Quartzo,5.061,10.0,1.8,3.4,7.9,7.5,,4.958,1.7,3.7,0.0,4.0,0,Em fase,0,0.0,4.0,False,0
RA-123,2022,4.0,B,16.0,Masculino,2017,5,Rede Decisão,Privada/Bolsa,Ametista,7.084,5.0,6.5,8.6,7.9,5.6,,7.292,7.3,6.3,5.9,6.0,-2,Moderada,1,0.0,4.0,False,0
RA-124,2022,4.0,B,14.0,Masculino,2016,6,Rede Decisão,Privada/Bolsa,Ametista,7.388,10.0,6.7,7.8,7.9,5.0,,7.167,5.7,7.0,7.5,4.0,0,Em fase,0,0.0,4.0,False,0
RA-125,2022,4.0,B,15.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.619,5.0,7.1,8.5,8.8,7.5,,7.75,5.0,7.2,9.2,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-126,2022,4.0,B,15.0,Masculino,2018,4,Escola Pública,Pública,Ágata,6.289,5.0,4.4,5.8,7.1,7.5,,7.417,4.0,5.0,4.2,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-127,2022,4.0,B,14.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.283,10.0,7.9,8.7,7.5,7.5,,8.125,7.7,7.7,8.3,4.0,0,Em fase,0,0.0,4.0,False,0
RA-128,2022,4.0,B,15.0,Masculino,2019,3,Escola Pública,Pública,Quartzo,5.563,5.0,5.6,6.2,,7.5,,6.167,6.7,6.8,3.2,5.0,-1,Moderada,1,0.0,4.0,False,1
RA-129,2022,4.0,B,15.0,Masculino,2019,3,Escola Pública,Pública,Ágata,6.926,5.0,6.7,6.4,6.7,7.5,,7.792,6.0,5.3,8.7,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-130,2022,4.0,F,16.0,Feminino,2018,4,Escola Pública,Pública,Quartzo,5.624,5.0,4.1,4.7,8.3,5.0,,6.5,3.7,5.2,3.5,6.0,-2,Moderada,1,0.0,4.0,False,0
RA-131,2022,4.0,F,15.0,Feminino,2016,6,Escola Pública,Pública,Ametista,7.174,5.0,5.6,9.0,8.8,5.6,,7.75,6.0,6.5,4.2,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-132,2022,4.0,F,14.0,Feminino,2019,3,Rede Decisão,Privada/Bolsa,Topázio,8.355,10.0,7.7,8.8,10.0,5.6,,8.458,6.5,7.5,9.1,4.0,0,Em fase,0,1.0,4.0,False,0
RA-133,2022,4.0,F,15.0,Feminino,2016,6,Escola Pública,Pública,Ágata,6.875,5.0,5.6,7.1,7.9,7.5,,7.625,4.7,7.2,5.0,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-134,2022,4.0,F,15.0,Feminino,2021,1,Escola Pública,Pública,Ágata,6.607,5.0,4.7,6.8,8.8,7.5,,7.375,4.7,6.8,2.5,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-135,2022,4.0,F,15.0,Feminino,2019,3,Escola Pública,Pública,Ametista,7.692,5.0,8.6,7.8,8.3,5.6,,8.583,8.0,8.2,9.5,5.0,-1,Moderada,1,1.0,4.0,False,0
RA-136,2022,4.0,F,15.0,Masculino,2019,3,Escola Pública,Pública,Ágata,6.478,5.0,4.6,6.3,10.0,7.5,,6.667,5.3,5.7,2.8,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-137,2022,4.0,F,17.0,Feminino,2016,6,Rede Decisão,Privada/Bolsa,Ametista,7.056,2.5,7.3,8.9,7.5,5.0,,7.792,6.0,7.3,8.5,7.0,-3,Severa,1,0.0,4.0,False,0
RA-138,2022,4.0,F,15.0,Masculino,2016,6,Escola Pública,Pública,Ágata,6.738,5.0,5.6,8.0,9.6,5.6,,6.375,5.0,6.5,5.2,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-139,2022,4.0,F,17.0,Masculino,2019,3,Escola Pública,Pública,Quartzo,3.738,2.5,1.4,3.5,7.1,5.0,,3.917,1.7,2.7,0.0,7.0,-3,Severa,1,0.0,4.0,False,0
RA-140,2022,4.0,F,14.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.407,10.0,5.7,7.6,7.9,6.9,,7.667,5.0,6.5,5.6,4.0,0,Em fase,0,0.0,4.0,False,0
RA-141,2022,4.0,F,14.0,Masculino,2017,5,Escola Pública,Pública,Ametista,7.118,10.0,5.7,8.2,9.2,5.6,,5.917,5.8,6.2,5.0,4.0,0,Em fase,0,0.0,4.0,False,0
RA-142,2022,4.0,F,14.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.457,10.0,6.3,8.6,6.7,5.6,,7.583,6.0,6.8,6.0,4.0,0,Em fase,0,0.0,4.0,False,0
RA-143,2022,4.0,F,13.0,Masculino,2019,3,Rede Decisão,Privada/Bolsa,Topázio,8.638,10.0,7.9,9.9,8.3,5.6,,9.5,9.7,7.7,6.4,3.0,1,Em fase,0,1.0,4.0,False,0
RA-144,2022,4.0,F,14.0,Feminino,2017,5,Rede Decisão,Privada/Bolsa,Topázio,8.181,10.0,7.9,9.3,7.5,5.0,,8.292,7.5,7.2,9.0,4.0,0,Em fase,0,0.0,4.0,False,0
RA-145,2022,4.0,H,16.0,Masculino,2017,5,Escola Pública,Pública,Quartzo,5.846,5.0,5.2,6.3,,8.1,,7.25,3.0,4.8,7.8,6.0,-2,Moderada,1,0.0,4.0,False,1
RA-146,2022,4.0,H,15.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.947,5.0,7.9,9.2,8.3,7.5,,8.208,6.3,7.3,10.0,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-147,2022,4.0,H,14.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.541,10.0,6.1,7.7,8.3,7.5,,7.25,5.8,4.8,7.7,4.0,0,Em fase,0,0.0,4.0,False,0
RA-148,2022,4.0,H,14.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.894,10.0,5.3,7.9,9.2,10.0,,7.708,4.7,6.3,5.0,4.0,0,Em fase,0,0.0,4.0,False,0
RA-149,2022,4.0,H,15.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.323,5.0,5.0,6.5,9.2,7.5,,6.125,4.0,6.0,,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-150,2022,4.0,H,16.0,Feminino,2020,2,Escola Pública,Pública,Ágata,6.962,5.0,6.9,6.3,9.6,6.9,,7.333,5.3,6.7,8.6,6.0,-2,Moderada,1,0.0,4.0,False,0
RA-151,2022,4.0,H,16.0,Feminino,2020,2,Escola Pública,Pública,Ametista,7.563,5.0,8.3,7.5,8.8,6.9,,7.958,7.3,8.0,9.5,6.0,-2,Moderada,1,0.0,4.0,False,0
RA-152,2022,4.0,L,16.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.712,5.0,6.5,7.0,8.3,7.5,,6.292,4.0,7.0,8.5,6.0,-2,Moderada,1,0.0,4.0,False,0
RA-153,2022,4.0,L,14.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Ametista,7.535,10.0,6.6,8.2,7.9,5.0,,7.708,3.3,7.7,8.8,4.0,0,Em fase,0,0.0,4.0,False,0
RA-154,2022,4.0,L,15.0,Masculino,2017,5,Escola Pública,Pública,Ágata,6.073,5.0,4.0,6.1,8.3,6.3,,6.833,3.7,6.2,2.1,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-155,2022,4.0,L,16.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.051,5.0,5.2,8.3,10.0,7.5,,6.833,4.3,6.8,4.3,6.0,-2,Moderada,1,0.0,4.0,False,0
RA-156,2022,4.0,L,15.0,Masculino,2018,4,Escola Pública,Pública,Ametista,7.357,5.0,4.4,8.3,10.0,9.4,,7.792,4.7,6.5,2.1,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-157,2022,4.0,L,12.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Topázio,8.317,10.0,7.7,10.0,7.5,6.3,,8.292,7.0,7.5,8.7,3.0,1,Em fase,0,0.0,4.0,False,0
RA-158,2022,4.0,L,17.0,Feminino,2017,5,Rede Decisão,Privada/Bolsa,Ametista,7.302,2.5,6.6,9.8,7.9,5.6,,8.125,5.0,6.7,8.1,7.0,-3,Severa,1,0.0,4.0,False,0
RA-159,2022,4.0,L,15.0,Feminino,2021,1,Escola Pública,Pública,Ágata,6.49,5.0,4.7,8.1,8.3,5.6,,6.458,4.3,5.8,3.9,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-160,2022,4.0,L,15.0,Feminino,2021,1,Escola Pública,Pública,Ágata,6.746,5.0,5.3,7.2,7.5,5.6,,8.25,2.7,6.0,7.1,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-161,2022,4.0,L,11.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Ametista,7.957,10.0,6.9,9.1,7.9,5.6,,8.083,5.3,6.8,8.5,2.0,2,Em fase,0,0.0,4.0,False,0
RA-162,2022,4.0,L,14.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.215,10.0,5.5,8.5,6.7,7.5,,6.542,4.7,5.5,6.4,4.0,0,Em fase,0,0.0,4.0,False,0
RA-163,2022,4.0,L,15.0,Feminino,2021,1,Escola Pública,Pública,Ágata,6.797,5.0,6.7,7.9,8.8,5.6,,6.5,6.5,6.3,7.4,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-164,2022,4.0,L,16.0,Masculino,2018,4,Escola Pública,Pública,Ágata,6.776,5.0,6.5,7.3,8.3,5.6,,7.208,4.7,6.5,8.3,6.0,-2,Moderada,1,0.0,4.0,False,0
RA-165,2022,4.0,L,14.0,Feminino,2017,5,Rede Decisão,Privada/Bolsa,Topázio,8.063,10.0,7.6,9.8,7.1,5.6,,7.5,5.3,7.8,9.7,4.0,0,Em fase,0,0.0,4.0,False,0
RA-166,2022,4.0,L,14.0,Masculino,2020,2,Escola Pública,Pública,Topázio,8.253,10.0,8.1,9.0,9.2,6.3,,7.542,7.0,7.2,10.0,4.0,0,Em fase,0,0.0,4.0,False,0
RA-167,2022,4.0,P,16.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Ametista,7.798,5.0,7.9,9.7,9.2,5.6,,7.833,9.3,8.0,6.3,6.0,-2,Moderada,1,0.0,4.0,False,0
RA-168,2022,4.0,P,15.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Ágata,6.917,5.0,5.9,8.3,7.9,6.3,,7.083,4.7,8.2,5.0,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-169,2022,4.0,P,15.0,Feminino,2018,4,Escola Pública,Pública,Quartzo,5.159,5.0,3.2,5.1,7.5,6.3,,4.792,1.3,4.5,3.8,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-170,2022,4.0,P,14.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Ágata,7.007,10.0,4.9,9.2,8.3,5.6,,5.792,3.7,6.7,4.3,4.0,0,Em fase,0,0.0,4.0,False,0
RA-171,2022,4.0,P,16.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.581,5.0,5.5,6.8,7.5,7.5,,6.875,3.0,8.0,,6.0,-2,Moderada,1,0.0,4.0,False,0
RA-172,2022,4.0,P,14.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Topázio,8.673,10.0,7.3,8.9,9.2,9.4,,8.917,6.0,7.7,8.1,4.0,0,Em fase,0,1.0,4.0,False,0
RA-173,2022,4.0,P,17.0,Masculino,2019,3,Rede Decisão,Privada/Bolsa,Ametista,7.816,2.5,7.9,9.2,8.3,6.9,,9.25,9.0,7.5,7.1,7.0,-3,Severa,1,1.0,4.0,False,0
RA-174,2022,4.0,P,15.0,Feminino,2019,3,Escola Pública,Pública,Ágata,6.075,5.0,4.4,6.2,7.9,7.5,,6.042,4.0,5.3,3.8,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-175,2022,4.0,P,15.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Ágata,6.75,5.0,5.9,9.2,8.3,5.6,,5.833,4.7,7.2,5.9,5.0,-1,Moderada,1,0.0,4.0,False,0
RA-176,2022,3.0,A,13.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Topázio,8.427,10.0,6.9,9.1,9.6,5.6,,9.083,5.1,6.8,8.7,3.0,0,Em fase,0,1.0,4.0,False,0
RA-177,2022,3.0,A,13.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.424,10.0,6.8,8.8,7.9,4.4,,6.958,6.0,7.5,,3.0,0,Em fase,0,0.0,4.0,False,0
RA-178,2022,3.0,A,13.0,Feminino,2016,6,Rede Decisão,Privada/Bolsa,Ágata,7.025,10.0,6.3,8.8,,4.4,,8.458,6.2,5.3,7.3,3.0,0,Em fase,0,1.0,4.0,False,1
RA-179,2022,3.0,A,12.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.993,10.0,6.1,9.2,7.5,7.5,,8.042,3.7,6.7,8.0,3.0,0,Em fase,0,0.0,4.0,False,0
RA-180,2022,3.0,A,12.0,Masculino,2018,4,Rede Decisão,Privada/Bolsa,Topázio,8.442,10.0,8.1,8.3,9.2,6.3,,8.625,7.7,8.3,8.3,3.0,0,Em fase,0,1.0,4.0,False,0
RA-181,2022,3.0,A,13.0,Feminino,2019,3,Rede Decisão,Privada/Bolsa,Topázio,8.623,10.0,6.8,9.5,9.2,8.8,,8.458,6.8,7.3,6.2,3.0,0,Em fase,0,1.0,4.0,False,0
RA-182,2022,3.0,A,16.0,Feminino,2021,1,Escola Pública,Pública,Ágata,6.328,2.5,4.1,8.0,7.5,7.5,,6.958,1.3,5.7,5.4,6.0,-3,Severa,1,0.0,4.0,False,0
RA-183,2022,3.0,A,13.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.3,10.0,3.8,8.8,8.3,7.5,,7.25,0.0,7.5,,3.0,0,Em fase,0,0.0,4.0,False,0
RA-184,2022,3.0,A,16.0,Masculino,2019,3,Escola Pública,Pública,Ametista,7.28,2.5,7.2,7.7,8.8,7.5,,8.0,5.0,7.3,9.3,6.0,-3,Severa,1,0.0,4.0,False,0
RA-185,2022,3.0,A,15.0,Masculino,2021,1,Escola Pública,Pública,Ágata,6.615,5.0,4.5,7.7,7.9,7.5,,6.875,3.3,5.7,4.5,5.0,-2,Moderada,1,0.0,4.0,False,0
RA-186,2022,3.0,A,13.0,Feminino,2019,3,Escola Pública,Pública,Ametista,7.832,10.0,6.6,8.5,8.3,7.5,,7.5,6.0,5.7,8.0,3.0,0,Em fase,0,0.0,4.0,False,0
RA-187,2022,3.0,A,12.0,Feminino,2019,3,Rede Decisão,Privada/Bolsa,Ametista,7.928,10.0,5.8,8.9,8.8,7.5,,7.917,5.3,7.2,4.8,3.0,0,Em fase,0,0.0,4.0,False,0
RA-188,2022,3.0,A,14.0,Masculino,2021,1,Escola Pública,Pública,Quartzo,5.307,5.0,2.7,6.1,,7.5,,7.583,3.0,3.2,2.0,4.0,-1,Moderada,1,0.0,4.0,False,1
RA-189,2022,3.0,A,14.0,Masculino,2018,4,Rede Decisão,Privada/Bolsa,Ametista,7.629,5.0,7.2,9.7,10.0,5.0,,7.333,6.3,7.2,8.0,4.0,-1,Moderada,1,0.0,4.0,False,0
RA-190,2022,3.0,A,13.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.335,10.0,6.3,6.9,6.7,8.8,,7.25,5.0,7.5,,3.0,0,Em fase,0,0.0,4.0,False,0
RA-191,2022,3.0,A,13.0,Masculino,2019,3,Rede Decisão,Privada/Bolsa,Topázio,8.74,10.0,7.2,9.4,10.0,8.8,,8.5,8.0,7.2,6.3,3.0,0,Em fase,0,1.0,4.0,False,0
RA-192,2022,3.0,B,15.0,Masculino,2021,1,Escola Pública,Pública,Quartzo,4.932,5.0,2.7,3.6,8.8,7.5,,4.708,1.7,4.7,1.7,5.0,-2,Moderada,1,0.0,4.0,False,0
RA-193,2022,3.0,B,12.0,Masculino,2016,6,Rede Decisão,Privada/Bolsa,Topázio,8.155,10.0,6.7,8.9,9.2,5.6,,8.5,5.0,6.3,8.7,3.0,0,Em fase,0,1.0,4.0,False,0
RA-194,2022,3.0,B,14.0,Feminino,2022,0,Escola Pública,Pública,Quartzo,4.265,5.0,3.2,6.2,,5.0,,3.75,3.7,5.8,0.0,4.0,-1,Moderada,1,0.0,4.0,False,1
RA-195,2022,3.0,B,13.0,Feminino,2017,5,Rede Decisão,Privada/Bolsa,Ametista,8.017,10.0,6.3,9.2,8.8,5.0,,8.25,6.8,6.3,5.8,3.0,0,Em fase,0,0.0,4.0,False,0
RA-196,2022,3.0,B,12.0,Masculino,2018,4,Rede Decisão,Privada/Bolsa,Topázio,8.124,10.0,5.1,9.1,9.2,7.5,,8.625,4.0,6.0,5.3,3.0,0,Em fase,0,1.0,4.0,False,0
RA-197,2022,3.0,B,13.0,Feminino,2021,1,Rede Decisão,Privada/Bolsa,Topázio,8.218,10.0,7.3,9.7,8.8,4.4,,8.292,6.0,7.5,8.3,3.0,0,Em fase,0,0.0,4.0,False,0
RA-198,2022,3.0,B,13.0,Masculino,2017,5,Escola Pública,Pública,Quartzo,5.554,10.0,4.6,6.2,,5.0,,5.958,5.2,5.8,2.8,3.0,0,Em fase,0,0.0,4.0,False,1
RA-199,2022,3.0,B,13.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.564,10.0,7.5,7.1,8.3,7.5,,6.458,5.7,7.8,9.0,3.0,0,Em fase,0,0.0,4.0,False,0
RA-200,2022,3.0,B,15.0,Masculino,2018,4,Escola JP II,Privada/Bolsa,Quartzo,5.705,5.0,5.5,5.6,7.9,4.4,,4.917,4.7,5.0,6.8,5.0,-2,Moderada,1,0.0,4.0,False,0
RA-201,2022,3.0,B,15.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.078,5.0,6.5,7.3,7.9,7.5,,7.542,6.0,7.2,6.3,5.0,-2,Moderada,1,0.0,4.0,False,0
RA-202,2022,3.0,B,14.0,Feminino,2017,5,Escola Pública,Pública,Quartzo,5.201,5.0,5.4,5.2,,4.4,,6.917,6.3,5.8,4.2,4.0,-1,Moderada,1,0.0,4.0,False,1
RA-203,2022,3.0,B,14.0,Feminino,2021,1,Escola Pública,Pública,Quartzo,5.669,5.0,2.8,4.3,8.8,7.5,,6.875,2.3,3.5,2.5,4.0,-1,Moderada,1,0.0,4.0,False,0
RA-204,2022,3.0,B,13.0,Feminino,2019,3,Escola Pública,Pública,Ágata,6.943,10.0,7.4,6.7,7.9,4.4,,5.708,5.3,8.5,8.5,3.0,0,Em fase,0,0.0,4.0,False,0
RA-205,2022,3.0,B,14.0,Masculino,2020,2,Escola Pública,Pública,Quartzo,5.372,5.0,4.1,3.8,9.6,7.5,,4.833,5.7,1.7,5.0,4.0,-1,Moderada,1,0.0,4.0,False,0
RA-206,2022,3.0,B,12.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.101,10.0,5.0,8.8,8.3,7.5,,5.167,4.0,6.0,,3.0,0,Em fase,0,0.0,4.0,False,0
RA-207,2022,3.0,C,16.0,Masculino,2021,1,Escola Pública,Pública,Quartzo,4.936,2.5,5.8,4.8,,7.5,,5.708,5.3,4.0,8.0,6.0,-3,Severa,1,0.0,4.0,False,1
RA-208,2022,3.0,C,14.0,Masculino,2018,4,Escola Pública,Pública,Ágata,6.667,5.0,6.1,7.1,7.5,7.5,,6.417,5.0,7.5,5.8,4.0,-1,Moderada,1,0.0,4.0,False,0
RA-209,2022,3.0,C,14.0,Masculino,2019,3,Escola Pública,Pública,Quartzo,4.499,5.0,6.0,4.8,,5.6,,3.75,5.0,5.2,7.8,4.0,-1,Moderada,1,0.0,4.0,False,1
RA-210,2022,3.0,C,14.0,Masculino,2022,0,Escola Pública,Pública,Quartzo,4.44,5.0,3.4,5.1,,7.5,,4.417,2.7,5.3,2.3,4.0,-1,Moderada,1,0.0,4.0,False,1
RA-211,2022,3.0,C,13.0,Masculino,2021,1,Escola Pública,Pública,Topázio,8.465,10.0,7.6,8.8,9.2,7.5,,8.458,6.7,7.5,8.5,3.0,0,Em fase,0,1.0,4.0,False,0
RA-212,2022,3.0,C,14.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.268,5.0,6.2,8.4,9.6,7.5,,6.958,4.8,5.8,7.8,4.0,-1,Moderada,1,0.0,4.0,False,0
RA-213,2022,3.0,C,13.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.209,10.0,3.5,8.7,9.6,7.5,,6.833,5.0,2.0,,3.0,0,Em fase,0,0.0,4.0,False,0
RA-214,2022,3.0,C,15.0,Masculino,2022,0,Escola Pública,Pública,Quartzo,4.87,5.0,4.3,6.1,,7.5,,5.125,5.0,3.5,,5.0,-2,Moderada,1,0.0,4.0,False,1
RA-215,2022,3.0,D,13.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.172,10.0,7.8,5.8,6.7,7.5,,6.542,5.7,7.7,10.0,3.0,0,Em fase,0,0.0,4.0,False,0
RA-216,2022,3.0,D,13.0,Feminino,2018,4,Escola Pública,Pública,Ametista,7.502,10.0,7.0,8.5,7.9,7.5,,5.583,5.3,6.5,9.2,3.0,0,Em fase,0,0.0,4.0,False,0
RA-217,2022,3.0,D,15.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.397,5.0,7.1,8.5,7.9,7.5,,7.292,6.3,7.2,7.7,5.0,-2,Moderada,1,0.0,4.0,False,0
RA-218,2022,3.0,D,14.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.1,5.0,4.0,7.3,6.3,7.5,,6.125,5.0,7.0,0.0,4.0,-1,Moderada,1,0.0,4.0,False,0
RA-219,2022,3.0,D,16.0,Masculino,2019,3,Escola Pública,Pública,Quartzo,5.942,2.5,3.5,6.9,8.8,7.5,,6.375,4.0,4.8,1.7,6.0,-3,Severa,1,0.0,4.0,False,0
RA-220,2022,3.0,D,13.0,Feminino,2022,0,Escola Pública,Pública,Ágata,7.028,10.0,6.5,8.1,,7.5,,7.833,6.8,6.8,5.8,3.0,0,Em fase,0,0.0,4.0,False,1
RA-221,2022,3.0,D,14.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.892,5.0,5.2,8.5,9.6,7.5,,6.0,7.0,3.5,5.0,4.0,-1,Moderada,1,0.0,4.0,False,0
RA-222,2022,3.0,D,15.0,Feminino,2019,3,Escola Pública,Pública,Quartzo,5.604,5.0,6.2,4.6,7.1,7.5,,4.917,5.0,7.5,6.0,5.0,-2,Moderada,1,0.0,4.0,False,0
RA-223,2022,3.0,E,13.0,Feminino,2022,0,Escola Pública,Pública,Quartzo,4.966,10.0,3.1,4.6,,7.5,,5.583,4.3,4.7,0.2,3.0,0,Em fase,0,0.0,4.0,False,1
RA-224,2022,3.0,E,13.0,Masculino,2021,1,Escola Pública,Pública,Quartzo,5.671,10.0,2.6,4.3,9.6,7.5,,4.875,5.0,2.7,0.0,3.0,0,Em fase,0,0.0,4.0,False,0
RA-225,2022,3.0,E,14.0,Masculino,2022,0,Escola Pública,Pública,Quartzo,5.918,5.0,5.0,5.3,8.3,7.5,,5.708,3.0,7.0,,4.0,-1,Moderada,1,0.0,4.0,False,0
RA-226,2022,3.0,E,14.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.549,5.0,6.8,6.1,7.5,7.5,,6.208,7.0,6.5,,4.0,-1,Moderada,1,0.0,4.0,False,0
RA-227,2022,3.0,E,12.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.471,10.0,3.3,6.4,9.2,7.5,,5.833,4.7,4.3,1.0,3.0,0,Em fase,0,0.0,4.0,False,0
RA-228,2022,3.0,E,15.0,Feminino,2017,5,Escola Pública,Pública,Ágata,6.196,5.0,4.8,6.7,7.5,7.5,,6.417,3.0,6.0,5.3,5.0,-2,Moderada,1,0.0,4.0,False,0
RA-229,2022,3.0,E,12.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.62,10.0,6.9,9.4,10.0,7.5,,8.5,7.0,6.7,7.2,3.0,0,Em fase,0,1.0,4.0,False,0
RA-230,2022,3.0,E,14.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.328,5.0,5.7,5.1,7.9,7.5,,6.75,3.7,4.3,9.0,4.0,-1,Moderada,1,0.0,4.0,False,0
RA-231,2022,3.0,E,14.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.116,5.0,3.8,7.4,8.8,7.5,,5.333,3.0,4.5,,4.0,-1,Moderada,1,0.0,4.0,False,0
RA-232,2022,3.0,E,12.0,Masculino,2022,0,Escola Pública,Pública,Quartzo,4.245,10.0,0.0,4.9,,7.5,,4.542,0.0,0.0,,3.0,0,Em fase,0,0.0,4.0,False,1
RA-233,2022,3.0,E,14.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.051,5.0,3.8,7.4,7.9,7.5,,5.5,3.0,4.5,,4.0,-1,Moderada,1,0.0,4.0,False,0
RA-234,2022,3.0,E,13.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.719,10.0,4.3,7.6,10.0,5.6,,5.583,3.7,6.3,2.8,3.0,0,Em fase,0,0.0,4.0,False,0
RA-235,2022,3.0,E,14.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.79,5.0,6.3,7.3,8.3,7.5,,6.417,7.0,5.5,,4.0,-1,Moderada,1,0.0,4.0,False,0
RA-236,2022,3.0,F,12.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.11,10.0,3.7,7.5,9.6,7.5,,7.208,4.0,4.0,3.0,3.0,0,Em fase,0,0.0,4.0,False,0
RA-237,2022,3.0,F,14.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.084,5.0,7.8,9.0,10.0,7.5,,8.417,6.8,7.7,8.8,4.0,-1,Moderada,1,1.0,4.0,False,0
RA-238,2022,3.0,F,14.0,Feminino,2021,1,Escola Pública,Pública,Ágata,6.331,5.0,5.1,6.4,8.8,5.0,,7.208,4.3,6.5,4.5,4.0,-1,Moderada,1,0.0,4.0,False,0
RA-239,2022,3.0,F,15.0,Feminino,2021,1,Escola Pública,Pública,Quartzo,4.572,5.0,3.7,3.7,,7.5,,5.958,2.0,4.7,4.5,5.0,-2,Moderada,1,0.0,4.0,False,1
